WITTCASE NUMBER: HA003090
SAMPLE NUMBER:   24
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  DAO     	  DAO'		  RV     	  RV'		
 64.13   	  66.12		 55.67   	  20.35		
 64.39   	  66.12		 55.75(S)	   0.00		
 64.66   	  71.21		 55.75   	 -25.43		
 64.94   	  66.12		 55.65   	 -40.69		
 65.21   	  61.04		 55.48   	 -66.12		
 65.45   	  40.69		 55.22   	 -86.47		
 65.62   	  35.61		 54.87   	-111.90		
 65.76   	  20.35		 54.43   	-137.33		
 65.84   	  10.17		 53.88   	-152.59		
 65.88(S)	   0.00		 53.27   	-157.68		
 65.88   	 -30.52		 52.63   	-178.03		
 65.76   	 -45.78		 51.92   	-193.29		
 65.57   	 -66.12		 51.15   	-233.98		
 65.31   	 -91.56		 50.21   	-259.41		
 64.94   	-106.82		 49.18   	-295.01		
 64.52   	-127.16		 48.00   	-310.27		
 64.01   	-152.59		 46.75   	-300.10		
 63.40   	-172.94		 45.55   	-300.10		
 62.71   	-193.29		 44.35   	-315.36		
 61.93   	-208.54		 43.09   	-315.36		
 61.10   	-228.89		 41.83   	-320.45		
 60.18   	-233.98		 40.55   	-305.19		
 59.25   	-223.80		 39.33   	-284.84		
 58.35   	-198.37		 38.19   	-279.75		
 57.56   	-142.42		 37.07   	-269.58		
 56.99   	 -76.30		 35.99   	-269.58		
 56.68   	  -5.09		 34.91   	-269.58		
 56.66   	  55.95		 33.84   	-274.67		
 56.89   	 106.82		 32.74   	-274.67		
 57.31   	 137.33		 31.64   	-274.67		
 57.86   	 132.25		 30.54   	-289.93		
 58.39   	 122.07		 29.38   	-300.10		
 58.88   	  81.38		 28.18   	-315.36		
 59.21   	  35.61		 26.92   	-330.62		
 59.35   	 -20.35		 25.60   	-335.71		
 59.27   	 -76.30		 24.25   	-356.05		
 58.96   	-116.99		 22.83   	-361.14		
 58.49   	-157.68		 21.38   	-381.48		
 57.86   	-178.03		 19.86   	-401.83		
 57.15   	-193.29		 18.25   	-417.09		
 56.38   	-183.11		 16.58   	-406.92		
 55.65   	-172.94		 14.95   	-381.48		
 54.95   	-152.59		 13.43   	-345.88		
 54.34   	-122.07		 12.04   	-300.10		
 53.86   	 -91.56		 10.84   	-244.15		
 53.49   	 -71.21		  9.87   	-162.77		
 53.20   	 -50.86		  9.22   	 -86.47		
 53.00   	 -35.61		  8.87   	 -25.43		
 52.86   	 -20.35		  8.77   	  15.26		
 52.78   	 -10.17		  8.83   	  40.69		
 52.74   	   0.00		  8.99   	  61.04		
 52.74   	  -5.09		  9.24   	  66.12		
 52.72   	   0.00		  9.50   	  61.04		
 52.72   	  -5.09		  9.75   	  20.35		
 52.70   	 -10.17		  9.83   	 -40.69		
 52.65   	 -10.17		  9.66   	 -81.38		
 52.61   	 -15.26		  9.34   	 -91.56		
 52.55   	 -25.43		  8.97   	-111.90		
 52.45   	 -35.61		  8.52   	-152.59		
 52.31   	 -45.78		  7.91   	-167.85		
 52.13   	 -55.95		  7.24   	-142.42		
 51.90   	 -61.04		  6.67   	-101.73		
 51.66   	 -66.12		  6.27   	 -61.04		
 51.39   	 -66.12		  6.02   	 -15.26		
 51.13   	 -61.04		  5.96(D)	  25.43		
 50.88   	 -50.86		  6.06   	  55.95		
 50.68   	 -55.95		  6.29   	  76.30		
 50.46   	 -45.78		  6.59   	  91.56		
 50.27   	 -45.78		  6.96   	 101.73		
 50.09   	 -35.61		  7.37   	 116.99		
 49.95   	 -35.61		  7.83   	 111.90		
 49.81   	 -30.52		  8.28   	 106.82		
 49.68   	 -30.52		  8.71   	  91.56		
 49.56   	 -25.43		  9.07   	  66.12		
 49.46   	 -20.35		  9.34   	  40.69		
 49.38   	 -15.26		  9.50   	  25.43		
 49.32   	  -5.09		  9.60   	   5.09		
 49.30   	 -10.17		  9.62   	  -5.09		
 49.26   	  -5.09		  9.60   	 -20.35		
 49.24   	 -10.17		  9.52   	 -30.52		
 49.20   	  -5.09		  9.40   	 -35.61		
 49.18   	 -15.26		  9.26   	 -40.69		
 49.11   	 -15.26		  9.09   	 -55.95		
 49.05   	 -25.43		  8.87   	 -55.95		
 48.95   	 -30.52		  8.65   	 -40.69		
 48.83   	 -40.69		  8.48   	 -25.43		
 48.67   	 -40.69		  8.38   	 -10.17		
 48.50   	 -40.69		  8.34   	   0.00		
 48.34   	 -40.69		  8.34   	  15.26		
 48.18   	 -40.69		  8.40   	  30.52		
 48.02   	 -45.78		  8.52   	  40.69		
 47.83   	 -40.69		  8.69   	  50.86		
 47.67   	 -40.69		  8.89   	  50.86		
 47.51   	 -30.52		  9.09   	  55.95		
 47.39   	 -30.52		  9.32   	  55.95		
 47.26   	 -30.52		  9.54   	  55.95		
 47.14   	 -30.52		  9.77   	  50.86		
 47.02   	 -25.43		  9.97   	  45.78		
 46.92   	 -20.35		 10.15   	  45.78		
 46.84   	 -15.26		 10.34   	  35.61		
 46.77   	 -15.26		 10.48   	  30.52		
 46.71   	 -25.43		 10.60   	  30.52		
 46.61   	 -20.35		 10.72   	  25.43		
 46.53   	 -25.43		 10.82   	  25.43		
 46.43   	 -15.26		 10.93   	  20.35		
 46.37   	 -20.35		 11.01   	  20.35		
 46.29   	 -20.35		 11.09   	  30.52		
 46.21   	 -20.35		 11.21   	  35.61		
 46.12   	 -15.26		 11.35   	  25.43		
 46.06   	 -20.35		 11.45   	  20.35		
 45.98   	 -20.35		 11.54   	  15.26		
 45.90   	 -25.43		 11.60   	   5.09		
 45.80   	 -20.35		 11.62   	   5.09		
 45.72   	 -20.35		 11.64   	   0.00		
 45.64   	 -20.35		 11.64   	   0.00		
 45.55   	 -20.35		 11.64   	  10.17		
 45.47   	 -25.43		 11.68   	   0.00		
 45.37   	 -35.61		 11.68   	   0.00		
 45.23   	 -30.52		 11.68(E)	   0.00		
 45.11   	 -35.61		 11.68   	   0.00		
 44.96   	 -35.61		 11.68   	   0.00		
 44.82   	 -25.43		 11.68   	   5.09		
 44.72   	 -20.35		 11.70   	   5.09		
 44.64   	 -15.26		 11.72   	  10.17		
 44.58   	 -10.17		 11.76   	   5.09		
 44.54   	 -10.17		 11.78   	  10.17		
 44.50   	 -10.17		 11.82   	  10.17		
 44.46   	 -20.35		 11.86   	  20.35		
 44.37   	 -20.35		 11.94   	  30.52		
 44.29   	 -10.17		 12.07   	  35.61		
 44.25   	  -5.09		 12.21   	  45.78		
 44.23   	 -10.17		 12.39   	  71.21		
 44.19   	 -20.35		 12.68   	  96.64		
 44.11   	 -25.43		 13.06   	 127.16		
 44.01   	 -30.52		 13.57   	 147.51		
 43.89   	 -25.43		 14.16   	 142.42		
 43.78   	 -20.35		 14.73   	  91.56		
 43.70   	 -25.43		 15.10   	   5.09		
 43.60   	 -35.61		 15.12   	   0.00		
 43.46   	 -30.52		 15.12   	  91.56		
 43.34   	 -30.52		 15.48   	 183.11		
 43.21   	 -25.43		 16.22   	 218.72		
 43.11   	 -15.26		 17.09   	 208.54		
 43.05   	  -5.09		 17.92   	 203.46		
 43.03   	   0.00		 18.74   	 223.80		
 43.03   	  -5.09		 19.63   	 264.50		
 43.01   	  -5.09		 20.69   	 269.58		
 42.99   	  -5.09		 21.77   	 254.32		
 42.97(D)	   0.00		 22.79   	 244.15		
 42.97   	   0.00		 23.76   	 244.15		
 42.97   	   5.09		 24.74   	 244.15		
 42.99   	  20.35		 25.72   	 244.15		
 43.07   	  50.86		 26.69   	 228.89		
 43.28   	  76.30		 27.61   	 213.63		
 43.58   	 116.99		 28.46   	 198.37		
 44.05   	 157.68		 29.26   	 188.20		
 44.68   	 193.29		 30.01   	 178.03		
 45.45   	 244.15		 30.72   	 162.77		
 46.43   	 284.84		 31.37   	 152.59		
 47.57   	 305.19		 31.98   	 157.68		
 48.79   	 325.53		 32.61   	 203.46		
 50.09   	 310.27		 33.43   	 254.32		
 51.33   	 295.01		 34.45   	 254.32		
 52.51   	 269.58		 35.46   	 244.15		
 53.59   	 223.80		 36.44   	 249.24		
 54.49   	 183.11		 37.44   	 259.41		
 55.22   	 132.25		 38.47   	 259.41		
 55.75   	  91.56		 39.51   	 249.24		
 56.11   	  61.04		 40.51   	 223.80		
 56.36   	  30.52		 41.40   	 218.72		
 56.48   	  10.17		 42.28   	 228.89		
 56.52   	 -10.17		 43.19   	 213.63		
 56.48   	 -10.17		 44.05   	 178.03		
 56.44   	   0.00		 44.76   	 162.77		
 56.44   	  15.26		 45.41   	 157.68		
 56.50   	  25.43		 46.04   	 178.03		
 56.60   	  45.78		 46.75   	 203.46		
 56.79   	  66.12		 47.57   	 198.37		
 57.05   	  86.47		 48.36   	 172.94		
 57.40   	 111.90		 49.05   	 157.68		
 57.84   	 116.99		 49.68   	 152.59		
 58.31   	 127.16		 50.29   	 152.59		
 58.82   	 127.16		 50.91   	 152.59		
 59.33   	 137.33		 51.52   	 132.25		
 59.88   	 132.25		 52.04   	 111.90		
 60.41   	 116.99		 52.49   	 106.82		
 60.87   	 106.82		 52.92   	 101.73		
 61.30   	 101.73		 53.33   	  81.38		
 61.71   	  96.64		 53.65   	  71.21		
 62.10   	  96.64		 53.94   	  76.30		
 62.48   	  86.47		 54.24   	  71.21		
 62.83   	  76.30		 54.53   	  61.04		
 63.13   	  71.21		 54.77   	  50.86		
 63.42   	  76.30		 54.97   	  25.43		
 63.72   	  86.47		 55.08   	  10.17		
 64.07   	  96.64		 55.12   	   5.09		
 64.46   	  86.47		 55.14   	   5.09		
 64.80   	  86.47		 55.16(S)	  -5.09		
 65.15   	  81.38		 55.14   	 -20.35		
 65.47   	  76.30		 55.06   	 -40.69		
 65.78   	  66.12		 54.89   	 -50.86		
 66.04   	  55.95		 54.69   	 -66.12		
 66.27   	  35.61		 54.43   	 -81.38		
 66.41   	  25.43		 54.10   	 -96.64		
 66.51   	  10.17		 53.71   	-127.16		
 66.55(S)	 -10.17		 53.20   	-147.51		
 66.51   	 -25.43		 52.61   	-172.94		
 66.41   	 -50.86		 51.92   	-198.37		
 66.21   	 -66.12		 51.13   	-218.72		
 65.94   	 -91.56		 50.25   	-254.32		
 65.57   	-116.99		 49.24   	-289.93		
 65.11   	-132.25		 48.08   	-315.36		
 64.58   	-152.59		 46.82   	-320.45		
 63.97   	-172.94		 45.53   	-315.36		
 63.28   	-198.37		 44.27   	-320.45		
 62.48   	-213.63		 42.99   	-330.62		
 61.63   	-228.89		 41.67   	-335.71		
 60.71   	-223.80		 40.33   	-325.53		
 59.82   	-223.80		 39.02   	-305.19		
 58.92   	-208.54		 37.80   	-284.84		
 58.09   	-162.77		 36.66   	-279.75		
 57.44   	 -96.64		 35.54   	-274.67		
 57.05   	 -15.26		 34.45   	-284.84		
 56.99   	  55.95		 33.31   	-274.67		
 57.21   	 101.73		 32.21   	-269.58		
 57.62   	 137.33		 31.13   	-274.67		
 58.17   	 137.33		 30.03   	-284.84		
 58.72   	 132.25		 28.89   	-305.19		
 59.25   	  96.64		 27.67   	-310.27		
 59.63   	  50.86		 26.43   	-330.62		
 59.84   	  -5.09		 25.11   	-340.79		
 59.82   	 -66.12		 23.74   	-345.88		
 59.55   	-111.90		 22.36   	-356.05		
 59.10   	-157.68		 20.94   	-361.14		
 58.47   	-188.20		 19.49   	-366.22		
 57.72   	-198.37		 18.03   	-386.57		
 56.93   	-188.20		 16.48   	-386.57		
 56.17   	-172.94		 14.93   	-381.48		
 55.48   	-157.68		 13.41   	-350.97		
 54.85   	-127.16		 12.00   	-320.45		
 54.34   	-101.73		 10.72   	-264.50		
 53.94   	 -81.38		  9.66   	-188.20		
 53.61   	 -55.95		  8.91   	-101.73		
 53.39   	 -40.69		  8.50   	 -35.61		
 53.22   	 -25.43		  8.36   	  10.17		
 53.12   	 -15.26		  8.40   	  35.61		
 53.06   	 -10.17		  8.55   	  50.86		
 53.02   	 -10.17		  8.75   	  66.12		
 52.98   	   0.00		  9.01   	  55.95		
 52.98   	   0.00		  9.24   	  25.43		
 52.98   	 -10.17		  9.34   	 -20.35		
 52.94   	 -10.17		  9.26   	 -50.86		
 52.90   	 -20.35		  9.05   	 -81.38		
 52.82   	 -25.43		  8.73   	-132.25		
 52.72   	 -35.61		  8.20   	-152.59		
 52.57   	 -45.78		  7.59   	-137.33		
 52.39   	 -55.95		  7.04   	-101.73		
 52.17   	 -66.12		  6.63   	 -76.30		
 51.90   	 -66.12		  6.33   	 -40.69		
 51.64   	 -66.12		  6.16(D)	   5.09		
 51.37   	 -66.12		  6.19   	  40.69		
 51.11   	 -55.95		  6.35   	  66.12		
 50.88   	 -55.95		  6.61   	  76.30		
 50.66   	 -45.78		  6.92   	  76.30		
 50.48   	 -35.61		  7.22   	  81.38		
 50.34   	 -35.61		  7.55   	  91.56		
 50.19   	 -35.61		  7.91   	 101.73		
 50.05   	 -30.52		  8.32   	  96.64		
 49.93   	 -20.35		  8.71   	  76.30		
 49.85   	 -15.26		  9.01   	  55.95		
 49.79   	 -10.17		  9.24   	  35.61		
 49.75   	 -20.35		  9.38   	  25.43		
 49.66   	 -15.26		  9.48   	   5.09		
 49.60   	 -20.35		  9.50   	  -5.09		
 49.52   	 -15.26		  9.48   	 -20.35		
 49.46   	 -10.17		  9.40   	 -25.43		
 49.42   	 -20.35		  9.30   	 -30.52		
 49.34   	 -15.26		  9.18   	 -30.52		
 49.28   	 -15.26		  9.05   	 -45.78		
 49.22   	 -20.35		  8.87   	 -45.78		
 49.14   	 -30.52		  8.69   	 -40.69		
 49.01   	 -35.61		  8.52   	 -25.43		
 48.87   	 -40.69		  8.42   	  -5.09		
 48.71   	 -35.61		  8.40   	  10.17		
 48.57   	 -40.69		  8.44   	  20.35		
 48.40   	 -40.69		  8.52   	  30.52		
 48.24   	 -40.69		  8.65   	  40.69		
 48.08   	 -35.61		  8.81   	  45.78		
 47.93   	 -25.43		  8.99   	  55.95		
 47.83   	 -30.52		  9.22   	  50.86		
 47.71   	 -30.52		  9.42   	  55.95		
 47.59   	 -35.61		  9.64   	  50.86		
 47.45   	 -30.52		  9.85   	  45.78		
 47.32   	 -25.43		 10.03   	  40.69		
 47.22   	 -20.35		 10.19   	  40.69		
 47.14   	 -20.35		 10.36   	  35.61		
 47.06   	 -25.43		 10.50   	  30.52		
 46.96   	 -30.52		 10.62   	  30.52		
 46.84   	 -25.43		 10.74   	  25.43		
 46.73   	 -25.43		 10.84   	  25.43		
 46.63   	 -20.35		 10.95   	  20.35		
 46.55   	 -20.35		 11.03   	  25.43		
 46.47   	 -15.26		 11.13   	  25.43		
 46.41   	 -15.26		 11.23   	  25.43		
 46.35   	 -20.35		 11.33   	  20.35		
 46.27   	 -20.35		 11.41   	  20.35		
 46.18   	 -20.35		 11.50   	  15.26		
 46.10   	 -25.43		 11.56   	  15.26		
 46.00   	 -20.35		 11.62   	  15.26		
 45.92   	 -25.43		 11.68   	  15.26		
 45.82   	 -25.43		 11.74   	  20.35		
 45.72   	 -25.43		 11.82   	  15.26		
 45.62   	 -25.43		 11.88   	  10.17		
 45.51   	 -30.52		 11.92(E)	   5.09		
 45.39   	 -30.52		 11.94   	   5.09		
 45.27   	 -25.43		 11.96   	   5.09		
 45.17   	 -15.26		 11.98   	  10.17		
 45.11   	 -15.26		 12.02   	  10.17		
 45.05   	 -15.26		 12.07   	  10.17		
 44.98   	 -10.17		 12.11   	  10.17		
 44.94   	   0.00		 12.15   	  15.26		
 44.94   	  -5.09		 12.21   	  15.26		
 44.92   	   0.00		 12.27   	  20.35		
 44.92   	  -5.09		 12.35   	  20.35		
 44.90   	 -10.17		 12.43   	  30.52		
 44.86   	 -10.17		 12.55   	  40.69		
 44.82   	 -15.26		 12.72   	  50.86		
 44.76   	 -20.35		 12.92   	  66.12		
 44.68   	 -20.35		 13.18   	  81.38		
 44.60   	 -25.43		 13.51   	 116.99		
 44.50   	 -25.43		 13.98   	 142.42		
 44.39   	 -30.52		 14.55   	 157.68		
 44.27   	 -25.43		 15.18   	 116.99		
 44.17   	 -25.43		 15.65   	  30.52		
 44.07   	 -20.35		 15.77   	  10.17		
 43.99   	 -20.35		 15.81   	  91.56		
 43.91   	 -20.35		 16.17   	 198.37		
 43.82   	 -20.35		 16.97   	 228.89		
 43.74   	  -5.09		 17.88   	 223.80		
 43.72   	  -5.09		 18.78   	 223.80		
 43.70   	  -5.09		 19.67   	 244.15		
 43.68   	 -10.17		 20.65   	 269.58		
 43.64   	 -10.17		 21.73   	 279.75		
 43.60(D)	   5.09		 22.85   	 264.50		
 43.62   	  15.26		 23.91   	 259.41		
 43.68   	  15.26		 24.94   	 244.15		
 43.74   	  20.35		 25.92   	 239.06		
 43.82   	  40.69		 26.88   	 239.06		
 43.99   	  61.04		 27.83   	 218.72		
 44.23   	 101.73		 28.71   	 208.54		
 44.64   	 142.42		 29.54   	 193.29		
 45.21   	 183.11		 30.32   	 188.20		
 45.94   	 223.80		 31.07   	 193.29		
 46.84   	 264.50		 31.84   	 188.20		
 47.89   	 295.01		 32.59   	 183.11		
 49.07   	 310.27		 33.33   	 193.29		
 50.32   	 310.27		 34.10   	 223.80		
 51.56   	 305.19		 34.99   	 254.32		
 52.78   	 279.75		 36.01   	 274.67		
 53.90   	 249.24		 37.11   	 279.75		
 54.89   	 198.37		 38.23   	 254.32		
 55.69   	 152.59		 39.25   	 218.72		
 56.30   	 116.99		 40.12   	 249.24		
 56.76   	  71.21		 41.12   	 284.84		
 57.05   	  30.52		 42.26   	 274.67		
 57.17   	  10.17		 43.36   	 223.80		
 57.21   	   0.00		 44.25   	 213.63		
 57.21   	  -5.09		 45.11   	 233.98		
 57.19   	 -10.17		 46.04   	 244.15		
 57.15   	   0.00		 47.02   	 208.54		
 57.15   	  15.26		 47.85   	 152.59		
 57.21   	  40.69		 48.46   	 122.07		
 57.38   	  61.04		 48.95   	 122.07		
 57.62   	  81.38		 49.44   	 127.16		
 57.94   	 106.82		 49.95   	 142.42		
 58.37   	 127.16		 50.52   	 147.51		
 58.88   	 132.25		 51.11   	 142.42		
 59.41   	 137.33		 51.68   	 132.25		
 59.96   	 137.33		 52.21   	 152.59		
 60.51   	 142.42		 52.82   	 152.59		
 61.08   	 142.42		 53.43   	 147.51		
 61.65   	 137.33		 54.02   	 147.51		
 62.20   	 127.16		 54.61   	 147.51		
 62.71   	 122.07		 55.20   	 147.51		
 63.19   	 122.07		 55.79   	 147.51		
 63.68   	 111.90		 56.38   	 127.16		
 64.13   	 111.90		 56.89   	 101.73		
 64.58   	 101.73		 57.29   	  81.38		
 64.98   	  86.47		 57.62   	  50.86		
 65.33   	  86.47		 57.82   	  20.35		
 65.68   	  91.56		 57.90(S)	  -5.09		
 66.04   	  91.56		 57.88   	 -20.35		
 66.41   	  91.56		 57.80   	 -15.26		
 66.77   	  86.47		 57.74   	 -25.43		
 67.12   	  81.38		 57.64   	 -35.61		
 67.45   	  81.38		 57.50   	 -45.78		
 67.77   	  76.30		 57.31   	 -61.04		
 68.08   	  66.12		 57.07   	 -76.30		
 68.34   	  50.86		 56.76   	 -96.64		
 68.55   	  25.43		 56.38   	-116.99		
 68.65   	  15.26		 55.91   	-137.33		
 68.71(S)	   0.00		 55.36   	-162.77		
 68.71   	 -15.26		 54.71   	-172.94		
 68.65   	 -40.69		 54.02   	-198.37		
 68.48   	 -71.21		 53.22   	-218.72		
 68.20   	 -91.56		 52.35   	-249.24		
 67.83   	-122.07		 51.35   	-279.75		
 67.34   	-142.42		 50.23   	-310.27		
 66.77   	-167.85		 48.99   	-320.45		
 66.10   	-178.03		 47.71   	-325.53		
 65.39   	-188.20		 46.41   	-335.71		
 64.64   	-203.46		 45.07   	-335.71		
 63.82   	-218.72		 43.72   	-335.71		
 62.95   	-233.98		 42.38   	-325.53		
 62.01   	-228.89		 41.08   	-315.36		
 61.10   	-213.63		 39.82   	-300.10		
 60.24   	-167.85		 38.62   	-300.10		
 59.57   	-101.73		 37.42   	-284.84		
 59.17   	 -25.43		 36.28   	-284.84		
 59.06   	  40.69		 35.14   	-274.67		
 59.23   	  96.64		 34.04   	-279.75		
 59.61   	 137.33		 32.92   	-279.75		
 60.16   	 147.51		 31.80   	-284.84		
 60.75   	 132.25		 30.66   	-300.10		
 61.28   	  96.64		 29.46   	-315.36		
 61.67   	  50.86		 28.20   	-325.53		
 61.87   	  -5.09		 26.90   	-335.71		
 61.85   	 -61.04		 25.55   	-345.88		
 61.61   	-111.90		 24.17   	-356.05		
 61.16   	-157.68		 22.75   	-366.22		
 60.53   	-193.29		 21.28   	-366.22		
 59.76   	-203.46		 19.82   	-366.22		
 58.94   	-208.54		 18.35   	-361.14		
 58.11   	-188.20		 16.91   	-345.88		
 57.35   	-167.85		 15.52   	-320.45		
 56.68   	-147.51		 14.24   	-279.75		
 56.09   	-122.07		 13.12   	-213.63		
 55.61   	 -86.47		 12.27   	-142.42		
 55.26   	 -66.12		 11.70   	 -81.38		
 54.99   	 -35.61		 11.37   	 -30.52		
 54.85   	 -25.43		 11.25   	   5.09		
 54.75   	 -15.26		 11.27   	  35.61		
 54.69   	 -10.17		 11.41   	  55.95		
 54.65   	   5.09		 11.64   	  71.21		
 54.67   	   5.09		 11.92   	  76.30		
 54.69   	   0.00		 12.23   	  61.04		
 54.69   	 -10.17		 12.47   	  20.35		
 54.65   	 -15.26		 12.55   	 -45.78		
 54.59   	 -20.35		 12.37   	-101.73		
 54.51   	 -25.43		 11.96   	-111.90		
 54.40   	 -40.69		 11.52   	-101.73		
 54.24   	 -45.78		 11.11   	 -91.56		
 54.06   	 -55.95		 10.74   	-101.73		
 53.83   	 -61.04		 10.34   	-101.73		
 53.59   	 -61.04		  9.93   	 -96.64		
 53.35   	 -66.12		  9.54   	 -76.30		
 53.08   	 -61.04		  9.24   	 -35.61		
 52.84   	 -66.12		  9.09   	 -10.17		
 52.57   	 -55.95		  9.05(D)	   5.09		
 52.35   	 -61.04		  9.07   	   5.09		
 52.11   	 -50.86		  9.09   	  20.35		
 51.90   	 -40.69		  9.18   	  50.86		
 51.74   	 -30.52		  9.38   	  66.12		
 51.62   	 -20.35		  9.64   	  76.30		
 51.54   	 -20.35		  9.95   	  66.12		
 51.45   	 -15.26		 10.21   	  61.04		
 51.39   	 -20.35		 10.46   	  55.95		
 51.31   	 -10.17		 10.68   	  55.95		
 51.27   	 -10.17		 10.91   	  45.78		
 51.23   	  -5.09		 11.09   	  40.69		
 51.21   	  -5.09		 11.25   	  25.43		
 51.19   	 -20.35		 11.35   	  15.26		
 51.11   	 -20.35		 11.41   	  10.17		
 51.03   	 -20.35		 11.45   	   0.00		
 50.95   	 -20.35		 11.45   	   0.00		
 50.86   	 -25.43		 11.45   	 -10.17		
 50.76   	 -30.52		 11.41   	 -10.17		
