WITTCASE NUMBER: HB002057
SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  FA     	  FA'		  RV     	  RV'		
 61.18   	 366.22		 54.02   	 193.29		
 62.64   	 356.05		 54.79   	 223.80		
 64.07   	 350.97		 55.69   	 249.24		
 65.47   	 366.22		 56.68   	 274.67		
 66.94   	 361.14		 57.78   	 295.01		
 68.38   	 345.88		 58.96   	 295.01		
 69.77   	 330.62		 60.14   	 300.10		
 71.09   	 315.36		 61.34   	 279.75		
 72.35   	 300.10		 62.46   	 264.50		
 73.55   	 279.75		 63.52   	 239.06		
 74.67   	 254.32		 64.48   	 213.63		
 75.69   	 213.63		 65.33   	 188.20		
 76.54   	 172.94		 66.08   	 157.68		
 77.23   	 152.59		 66.71   	 127.16		
 77.84   	 142.42		 67.22   	  96.64		
 78.41   	 116.99		 67.61   	  71.21		
 78.88   	  96.64		 67.89   	  50.86		
 79.27   	  66.12		 68.10   	  30.52		
 79.53   	  55.95		 68.22   	  15.26		
 79.76   	  40.69		 68.28   	  10.17		
 79.92   	  20.35		 68.32(S)	   0.00		
 80.00   	  20.35		 68.32   	 -10.17		
 80.08   	  15.26		 68.28   	 -15.26		
 80.14(S)	 -10.17		 68.22   	 -15.26		
 80.10   	 -25.43		 68.16   	 -30.52		
 80.00   	 -25.43		 68.04   	 -30.52		
 79.90   	 -45.78		 67.91   	 -40.69		
 79.71   	 -40.69		 67.75   	 -55.95		
 79.55   	 -45.78		 67.53   	 -81.38		
 79.37   	 -66.12		 67.20   	-106.82		
 79.10   	 -81.38		 66.77   	-142.42		
 78.78   	 -86.47		 66.21   	-183.11		
 78.43   	 -96.64		 65.47   	-244.15		
 78.05   	-101.73		 64.50   	-310.27		
 77.64   	-106.82		 63.26   	-371.31		
 77.21   	-122.07		 61.77   	-457.78		
 76.72   	-147.51		 59.94   	-549.34		
 76.13   	-178.03		 57.74   	-656.15		
 75.42   	-203.46		 55.12   	-778.23		
 74.61   	-213.63		 52.00   	-864.70		
 73.75   	-203.46		 48.55   	-905.39		
 72.94   	-208.54		 44.92   	-905.39		
 72.11   	-193.29		 41.30   	-895.22		
 71.33   	-157.68		 37.72   	-879.96		
 70.70   	-137.33		 34.20   	-854.52		
 70.15   	-152.59		 30.78   	-813.83		
 69.54   	-152.59		 27.53   	-762.97		
 68.93   	-137.33		 24.48   	-691.76		
 68.38   	-142.42		 21.71   	-600.20		
 67.81   	-152.59		 19.31   	-523.90		
 67.20   	-152.59		 17.21   	-452.69		
 66.59   	-142.42		 15.40   	-391.66		
 66.02   	-137.33		 13.84   	-330.62		
 65.47   	-142.42		 12.51   	-279.75		
 64.90   	-137.33		 11.39   	-223.80		
 64.35   	-132.25		 10.50   	-172.94		
 63.82   	-122.07		  9.81   	-127.16		
 63.34   	-122.07		  9.30   	 -91.56		
 62.85   	-106.82		  8.93   	 -61.04		
 62.42   	-101.73		  8.69   	 -40.69		
 62.01   	-101.73		  8.52   	 -15.26		
 61.61   	-106.82		  8.46   	 -15.26		
 61.18   	 -91.56		  8.40   	  -5.09		
 60.81   	 -81.38		  8.38   	  10.17		
 60.49   	 -76.30		  8.42   	  15.26		
 60.18   	 -66.12		  8.48   	  15.26		
 59.92   	 -76.30		  8.55   	   5.09		
 59.61   	 -96.64		  8.57   	  -5.09		
 59.23   	 -86.47		  8.55   	 -20.35		
 58.88   	 -91.56		  8.46   	 -25.43		
 58.51   	 -96.64		  8.36   	 -20.35		
 58.13   	 -76.30		  8.28   	   5.09		
 57.82   	 -61.04		  8.30   	  30.52		
 57.58   	 -81.38		  8.42   	  25.43		
 57.25   	 -86.47		  8.52   	  -5.09		
 56.91   	 -86.47		  8.50   	 -55.95		
 56.56   	 -76.30		  8.28   	 -40.69		
 56.26   	 -71.21		  8.12   	 -10.17		
 55.97   	 -71.21		  8.08(E)	  25.43		
 55.69   	 -76.30		  8.18   	  40.69		
 55.38   	 -66.12		  8.34   	  40.69		
 55.12   	 -61.04		  8.50   	  35.61		
 54.87   	 -66.12		  8.65   	  30.52		
 54.61   	 -71.21		  8.77   	  40.69		
 54.32   	 -81.38		  8.93   	  45.78		
 54.00   	 -86.47		  9.11   	  50.86		
 53.65   	 -81.38		  9.32   	  45.78		
 53.33   	 -66.12		  9.50   	  40.69		
 53.06   	 -66.12		  9.66   	  40.69		
 52.80   	 -66.12		  9.83   	  45.78		
 52.53   	 -71.21		 10.01   	  55.95		
 52.25   	 -71.21		 10.23   	  71.21		
 51.96   	 -76.30		 10.52   	  96.64		
 51.66   	 -71.21		 10.91   	 127.16		
 51.37   	 -71.21		 11.41   	 172.94		
 51.09   	 -61.04		 12.11   	 223.80		
 50.84   	 -61.04		 13.00   	 228.89		
 50.60   	 -66.12		 13.92   	 213.63		
 50.34   	 -76.30		 14.77   	 244.15		
 50.03   	 -66.12		 15.75   	 325.53		
 49.77   	 -55.95		 17.05   	 579.86		
 49.54   	 -61.04		 19.37   	 640.89		
 49.30   	 -81.38		 21.93   	 696.84		
 48.97   	 -71.21		 24.72   	 747.71		
 48.69   	 -66.12		 27.71   	 788.40		
 48.42   	 -61.04		 30.86   	 778.23		
 48.18   	 -45.78		 33.98   	 732.45		
 48.00   	 -40.69		 36.91   	 681.58		
 47.83   	 -50.86		 39.63   	 600.20		
 47.63   	 -25.43		 42.03   	 528.99		
 47.53(D)	   0.00		 44.15   	 462.87		
 47.53   	  25.43		 46.00   	 381.48		
 47.63   	  76.30		 47.53   	 295.01		
 47.93   	 142.42		 48.71   	 218.72		
 48.50   	 218.72		 49.58   	 152.59		
 49.38   	 279.75		 50.19   	 106.82		
 50.50   	 335.71		 50.62   	  81.38		
 51.84   	 361.14		 50.95   	  66.12		
 53.29   	 366.22		 51.21   	  66.12		
 54.75   	 361.14		 51.47   	  71.21		
 56.20   	 371.31		 51.76   	  96.64		
 57.68   	 371.31		 52.15   	 127.16		
 59.17   	 366.22		 52.65   	 162.77		
 60.63   	 366.22		 53.31   	 198.37		
 62.10   	 356.05		 54.10   	 223.80		
 63.52   	 350.97		 54.99   	 254.32		
 64.92   	 350.97		 56.01   	 279.75		
 66.33   	 350.97		 57.13   	 289.93		
 67.73   	 345.88		 58.29   	 300.10		
 69.11   	 320.45		 59.49   	 289.93		
 70.40   	 310.27		 60.65   	 274.67		
 71.64   	 279.75		 61.75   	 259.41		
 72.76   	 254.32		 62.79   	 223.80		
 73.77   	 233.98		 63.68   	 198.37		
 74.71   	 213.63		 64.48   	 172.94		
 75.56   	 178.03		 65.17   	 137.33		
 76.28   	 167.85		 65.72   	 111.90		
 76.95   	 147.51		 66.16   	  86.47		
 77.54   	 111.90		 66.51   	  61.04		
 77.99   	  81.38		 66.75   	  45.78		
 78.31   	  66.12		 66.94   	  25.43		
 78.58   	  55.95		 67.04   	  10.17		
 78.80   	  45.78		 67.08(S)	   0.00		
 78.98   	  20.35		 67.08   	  -5.09		
 79.06(S)	   0.00		 67.06   	 -15.26		
 79.06   	 -10.17		 67.00   	 -20.35		
 79.02   	 -15.26		 66.92   	 -30.52		
 78.96   	 -20.35		 66.80   	 -30.52		
 78.88   	 -30.52		 66.67   	 -45.78		
 78.76   	 -50.86		 66.49   	 -55.95		
 78.56   	 -50.86		 66.27   	 -71.21		
 78.35   	 -55.95		 65.98   	 -86.47		
 78.13   	 -76.30		 65.64   	-116.99		
 77.82   	 -81.38		 65.17   	-157.68		
 77.50   	 -66.12		 64.54   	-203.46		
 77.23   	 -81.38		 63.72   	-259.41		
 76.91   	-111.90		 62.69   	-315.36		
 76.46   	-132.25		 61.42   	-391.66		
 75.93   	-142.42		 59.86   	-473.04		
 75.36   	-152.59		 57.97   	-569.68		
 74.75   	-178.03		 55.69   	-691.76		
 74.04   	-198.37		 52.92   	-803.66		
 73.24   	-208.54		 49.70   	-879.96		
 72.41   	-208.54		 46.18   	-910.47		
 71.58   	-188.20		 42.54   	-910.47		
 70.82   	-167.85		 38.90   	-895.22		
 70.15   	-142.42		 35.32   	-885.04		
 69.58   	-147.51		 31.78   	-854.52		
 68.99   	-157.68		 28.36   	-808.75		
 68.36   	-162.77		 25.13   	-747.71		
 67.71   	-152.59		 22.14   	-666.32		
 67.10   	-152.59		 19.47   	-574.77		
 66.49   	-147.51		 17.17   	-503.56		
 65.90   	-132.25		 15.16   	-432.35		
 65.37   	-127.16		 13.43   	-366.22		
 64.86   	-152.59		 11.96   	-315.36		
 64.25   	-147.51		 10.70   	-264.50		
 63.66   	-122.07		  9.64   	-208.54		
 63.17   	-122.07		  8.81   	-157.68		
 62.69   	-132.25		  8.18   	-111.90		
 62.16   	-116.99		  7.73   	 -71.21		
 61.69   	-101.73		  7.45   	 -45.78		
 61.28   	 -96.64		  7.26   	 -30.52		
 60.89   	 -86.47		  7.14   	 -10.17		
 60.55   	 -96.64		  7.10   	  -5.09		
 60.16   	-101.73		  7.08   	   5.09		
 59.76   	 -91.56		  7.10   	  10.17		
 59.39   	 -81.38		  7.14   	   0.00		
 59.06   	 -81.38		  7.14   	 -20.35		
 58.74   	 -76.30		  7.06   	 -25.43		
 58.43   	 -81.38		  6.96   	 -35.61		
 58.11   	 -86.47		  6.82   	 -25.43		
 57.76   	 -96.64		  6.71   	 -20.35		
 57.38   	-101.73		  6.63   	 -10.17		
 56.97   	 -86.47		  6.59   	  -5.09		
 56.62   	 -71.21		  6.57   	   0.00		
 56.34   	 -76.30		  6.57   	  -5.09		
 56.03   	 -71.21		  6.55   	  -5.09		
 55.75   	 -71.21		  6.53(D)	   0.00		
 55.46   	 -71.21		  6.53(E)	  10.17		
 55.18   	 -71.21		  6.57   	  30.52		
 54.89   	 -71.21		  6.69   	  50.86		
 54.61   	 -66.12		  6.90   	  61.04		
 54.34   	 -61.04		  7.14   	  55.95		
 54.10   	 -71.21		  7.37   	  50.86		
 53.81   	 -81.38		  7.57   	  35.61		
 53.49   	 -81.38		  7.71   	  35.61		
 53.16   	 -66.12		  7.85   	  45.78		
 52.90   	 -76.30		  8.04   	  45.78		
 52.59   	 -81.38		  8.22   	  35.61		
 52.27   	 -76.30		  8.36   	  20.35		
 51.96   	 -71.21		  8.44   	  15.26		
 51.68   	 -66.12		  8.50   	  10.17		
 51.41   	 -66.12		  8.55   	  25.43		
 51.15   	 -55.95		  8.65   	  45.78		
 50.93   	 -71.21		  8.83   	  86.47		
 50.64   	 -66.12		  9.18   	 116.99		
 50.38   	 -55.95		  9.64   	 178.03		
 50.15   	 -66.12		 10.36   	 223.80		
 49.89   	 -71.21		 11.25   	 233.98		
 49.60   	 -66.12		 12.19   	 218.72		
 49.34   	 -50.86		 13.06   	 223.80		
 49.14   	 -50.86		 13.96   	 305.19		
 48.93   	 -71.21		 15.18   	 442.52		
 48.65   	 -61.04		 16.95   	 747.71		
 48.40   	 -76.30		 19.94   	 813.83		
 48.10   	 -71.21		 23.19   	 808.75		
 47.81   	 -45.78		 26.43   	 783.31		
 47.63   	 -35.61		 29.56   	 768.05		
 47.49   	 -50.86		 32.63   	 742.62		
 47.28   	 -61.04		 35.61   	 701.93		
 47.04   	 -66.12		 38.41   	 625.63		
 46.77   	 -35.61		 40.92   	 534.08		
 46.63   	 -10.17		 43.05   	 437.43		
 46.59(D)	  15.26		 44.80   	 340.79		
 46.65   	  55.95		 46.16   	 264.50		
 46.88   	 111.90		 47.22   	 198.37		
 47.32   	 172.94		 48.02   	 152.59		
 48.02   	 233.98		 48.63   	 106.82		
 48.95   	 305.19		 49.05   	  81.38		
 50.17   	 345.88		 49.38   	  71.21		
 51.56   	 361.14		 49.66   	  86.47		
 53.00   	 371.31		 50.01   	 101.73		
 54.49   	 350.97		 50.42   	 137.33		
 55.89   	 345.88		 50.97   	 167.85		
 57.27   	 371.31		 51.64   	 198.37		
 58.76   	 376.40		 52.43   	 223.80		
 60.26   	 350.97		 53.33   	 254.32		
 61.67   	 340.79		 54.34   	 274.67		
 63.03   	 350.97		 55.44   	 289.93		
 64.44   	 340.79		 56.60   	 300.10		
 65.80   	 330.62		 57.80   	 295.01		
 67.12   	 340.79		 58.98   	 279.75		
 68.48   	 345.88		 60.10   	 269.58		
 69.87   	 310.27		 61.18   	 244.15		
 71.11   	 279.75		 62.16   	 228.89		
 72.23   	 264.50		 63.07   	 203.46		
 73.29   	 239.06		 63.89   	 178.03		
 74.24   	 213.63		 64.60   	 142.42		
 75.10   	 178.03		 65.17   	 127.16		
 75.81   	 147.51		 65.68   	 101.73		
 76.40   	 127.16		 66.08   	  76.30		
 76.91   	 111.90		 66.39   	  66.12		
 77.35   	  81.38		 66.65   	  50.86		
 77.68   	  50.86		 66.86   	  35.61		
 77.88   	  40.69		 67.00   	  20.35		
 78.05   	  35.61		 67.08   	  15.26		
 78.19(S)	   0.00		 67.14   	   5.09		
 78.19   	 -10.17		 67.16(S)	  -5.09		
 78.15   	 -10.17		 67.14   	 -10.17		
 78.11   	 -20.35		 67.10   	 -20.35		
 78.03   	 -30.52		 67.02   	 -30.52		
 77.90   	 -35.61		 66.90   	 -45.78		
 77.76   	 -66.12		 66.71   	 -61.04		
 77.50   	 -71.21		 66.47   	 -86.47		
 77.21   	 -55.95		 66.12   	-106.82		
 76.99   	 -71.21		 65.70   	-142.42		
 76.70   	 -81.38		 65.13   	-188.20		
 76.38   	 -76.30		 64.37   	-239.06		
 76.07   	 -96.64		 63.42   	-289.93		
 75.69   	-122.07		 62.26   	-361.14		
 75.20   	-127.16		 60.81   	-442.52		
 74.69   	-142.42		 59.04   	-534.08		
 74.12   	-178.03		 56.91   	-666.32		
 73.41   	-198.37		 54.24   	-793.49		
 72.61   	-203.46		 51.07   	-854.52		
 71.80   	-203.46		 47.65   	-885.04		
 70.99   	-198.37		 44.11   	-890.13		
 70.19   	-167.85		 40.55   	-885.04		
 69.52   	-157.68		 37.01   	-885.04		
 68.89   	-152.59		 33.47   	-874.87		
 68.28   	-147.51		 29.97   	-844.35		
 67.69   	-142.42		 26.59   	-773.14		
 67.12   	-157.68		 23.50   	-696.84		
 66.49   	-147.51		 20.71   	-610.37		
 65.90   	-142.42		 18.27   	-534.08		
 65.33   	-137.33		 16.13   	-467.95		
 64.78   	-132.25		 14.26   	-412.00		
 64.25   	-127.16		 12.61   	-356.05		
 63.74   	-132.25		 11.19   	-300.10		
 63.21   	-147.51		  9.99   	-249.24		
 62.62   	-132.25		  8.99   	-188.20		
 62.10   	-122.07		  8.24   	-142.42		
 61.61   	-116.99		  7.67   	 -96.64		
 61.14   	-111.90		  7.28   	 -66.12		
 60.69   	-101.73		  7.02   	 -45.78		
 60.28   	-106.82		  6.84   	 -30.52		
 59.86   	-101.73		  6.71   	 -10.17		
 59.45   	 -81.38		  6.67   	   5.09		
 59.12   	 -86.47		  6.69   	  -5.09		
 58.78   	 -91.56		  6.67   	 -15.26		
 58.41   	 -91.56		  6.61   	 -20.35		
 58.05   	 -91.56		  6.53   	 -20.35		
 57.68   	 -76.30		  6.45   	 -20.35		
 57.38   	 -76.30		  6.37   	 -10.17		
 57.07   	 -86.47		  6.33   	 -10.17		
 56.72   	 -91.56		  6.29   	 -15.26		
 56.36   	 -81.38		  6.23   	 -20.35		
 56.03   	 -76.30		  6.14   	 -15.26		
 55.73   	 -81.38		  6.08   	  -5.09		
 55.40   	 -81.38		  6.06   	   0.00		
 55.08   	 -66.12		  6.06   	   0.00		
 54.81   	 -71.21		  6.06   	 -20.35		
 54.53   	 -66.12		  5.98   	 -10.17		
 54.26   	 -66.12		  5.94(D)	  15.26		
 54.00   	 -71.21		  6.00   	  50.86		
 53.71   	 -76.30		  6.21   	  71.21		
 53.41   	 -66.12		  6.49   	  81.38		
 53.14   	 -61.04		  6.82   	  76.30		
 52.90   	 -71.21		  7.12   	  66.12		
 52.61   	 -81.38		  7.39   	  61.04		
 52.29   	 -81.38		  7.63   	  55.95		
 51.96   	 -71.21		  7.85   	  61.04		
 51.68   	 -76.30		  8.10   	  50.86		
 51.37   	 -61.04		  8.30   	  40.69		
 51.13   	 -61.04		  8.46   	  35.61		
 50.88   	 -71.21		  8.61   	  35.61		
 50.60   	 -66.12		  8.75   	  45.78		
 50.34   	 -50.86		  8.93   	  71.21		
 50.13   	 -50.86		  9.22   	 111.90		
 49.93   	 -71.21		  9.66   	 167.85		
 49.64   	 -66.12		 10.34   	 223.80		
 49.38   	 -66.12		 11.23   	 239.06		
 49.11   	 -66.12		 12.19   	 223.80		
 48.85   	 -55.95		 13.08   	 213.63		
 48.63   	 -50.86		 13.94   	 284.84		
 48.42   	 -61.04		 15.08   	 406.92		
 48.18   	 -81.38		 16.70   	 722.28		
 47.85   	 -76.30		 19.59   	 793.49		
 47.55   	 -61.04		 22.77   	 808.75		
 47.30   	 -40.69		 26.00   	 783.31		
 47.14   	 -40.69		 29.14   	 762.97		
 46.98   	 -50.86		 32.19   	 742.62		
 46.77   	 -55.95		 35.16   	 712.10		
 46.55   	 -50.86		 38.01   	 651.07		
 46.35   	 -40.69		 40.61   	 559.51		
 46.18   	 -20.35		 42.85   	 452.69		
 46.10(D)	  10.17		 44.66   	 361.14		
 46.14   	  45.78		 46.10   	 274.67		
 46.33   	  96.64		 47.20   	 208.54		
 46.71   	 172.94		 48.04   	 157.68		
 47.41   	 239.06		 48.67   	 116.99		
 48.36   	 300.10		 49.14   	  86.47		
 49.56   	 350.97		 49.48   	  71.21		
 50.97   	 361.14		 49.77   	  71.21		
 52.41   	 356.05		 50.05   	  91.56		
 53.83   	 356.05		 50.42   	 127.16		
 55.26   	 371.31		 50.93   	 162.77		
 56.74   	 366.22		 51.58   	 203.46		
 58.21   	 356.05		 52.39   	 228.89		
 59.63   	 361.14		 53.31   	 254.32		
 61.08   	 361.14		 54.32   	 279.75		
 62.52   	 350.97		 55.44   	 289.93		
 63.93   	 361.14		 56.60   	 310.27		
 65.37   	 361.14		 57.84   	 305.19		
 66.82   	 345.88		 59.06   	 300.10		
 68.20   	 340.79		 60.26   	 279.75		
 69.56   	 325.53		 61.38   	 269.58		
 70.86   	 284.84		 62.46   	 244.15		
 72.00   	 264.50		 63.44   	 218.72		
 73.06   	 244.15		 64.31   	 188.20		
 74.04   	 213.63		 65.07   	 152.59		
 74.89   	 183.11		 65.68   	 122.07		
 75.63   	 157.68		 66.16   	 101.73		
 76.26   	 127.16		 66.57   	  81.38		
 76.76   	  96.64		 66.90   	  61.04		
 77.15   	  86.47		 67.14   	  40.69		
 77.50   	  76.30		 67.30   	  35.61		
 77.80   	  50.86		 67.45   	  20.35		
 78.01   	  40.69		 67.53   	  10.17		
 78.17   	  25.43		 67.57   	  10.17		
 78.27(S)	   0.00		 67.61   	   5.09		
 78.27   	 -15.26		 67.63(S)	  -5.09		
 78.21   	 -25.43		 67.61   	 -10.17		
 78.11   	 -20.35		 67.57   	 -20.35		
 78.03   	 -25.43		 67.49   	 -25.43		
 77.92   	 -40.69		 67.39   	 -40.69		
 77.76   	 -66.12		 67.22   	 -61.04		
 77.50   	 -71.21		 66.98   	 -86.47		
 77.21   	 -66.12		 66.63   	-122.07		
 76.95   	 -76.30		 66.14   	-162.77		
 76.64   	 -86.47		 65.49   	-203.46		
 76.30   	 -91.56		 64.68   	-259.41		
 75.93   	-101.73		 63.64   	-320.45		
 75.52   	-116.99		 62.36   	-386.57		
 75.06   	-137.33		 60.81   	-467.95		
 74.51   	-157.68		 58.94   	-579.86		
 73.88   	-172.94		 56.62   	-722.28		
 73.18   	-188.20		 53.73   	-834.18		
 72.43   	-213.63		 50.40   	-879.96		
 71.58   	-218.72		 46.88   	-900.30		
 70.70   	-188.20		 43.28   	-895.22		
 69.95   	-172.94		 39.69   	-895.22		
 69.26   	-157.68		 36.11   	-895.22		
 68.63   	-142.42		 32.53   	-874.87		
 68.06   	-137.33		 29.03   	-834.18		
 67.51   	-147.51		 25.70   	-762.97		
 66.92   	-147.51		 22.64   	-671.41		
 66.33   	-147.51		 19.96   	-584.94		
 65.74   	-152.59		 17.62   	-513.73		
 65.13   	-142.42		 15.56   	-452.69		
 64.56   	-137.33		 13.75   	-391.66		
 64.01   	-152.59		 12.19   	-335.71		
 63.40   	-142.42		 10.84   	-279.75		
 62.83   	-127.16		  9.73   	-223.80		
 62.32   	-127.16		  8.83   	-167.85		
 61.81   	-127.16		  8.16   	-127.16		
 61.30   	-116.99		  7.65   	 -86.47		
 60.83   	-106.82		  7.30   	 -61.04		
 60.41   	-111.90		  7.06   	 -35.61		
 59.96   	-106.82		  6.92   	 -25.43		
 59.53   	 -96.64		  6.82   	  -5.09		
 59.15   	 -91.56		  6.80   	   0.00		
 58.78   	 -81.38		  6.80   	 -20.35		
 58.45   	 -76.30		  6.71   	 -35.61		
 58.15   	 -81.38		  6.57   	 -55.95		
 57.82   	 -86.47		  6.35   	 -45.78		
 57.48   	 -76.30		  6.16   	 -10.17		
 57.17   	 -91.56		  6.12(D)	  10.17		
 56.81   	 -96.64		  6.16   	  20.35		
 56.42   	 -81.38		  6.25   	  10.17		
 56.09   	 -76.30		  6.29   	   0.00		
 55.79   	 -86.47		  6.29   	   0.00		
 55.44   	 -76.30		  6.29   	   0.00		
 55.14   	 -71.21		  6.29   	  10.17		
 54.85   	 -66.12		  6.33   	   5.09		
 54.59   	 -76.30		  6.35   	   0.00		
 54.28   	 -76.30		  6.35   	  -5.09		
 53.98   	 -66.12		  6.33   	   5.09		
 53.71   	 -61.04		  6.35   	  25.43		
 53.47   	 -66.12		  6.45   	  40.69		
 53.20   	 -76.30		  6.61   	  61.04		
 52.90   	 -71.21		  6.86   	  55.95		
 52.61   	 -71.21		  7.08   	  61.04		
 52.33   	 -71.21		  7.32   	  50.86		
 52.04   	 -76.30		  7.53   	  40.69		
 51.74   	 -66.12		  7.69   	  40.69		
 51.47   	 -71.21		  7.85   	  45.78		
 51.19   	 -76.30		  8.04   	  45.78		
 50.88   	 -61.04		  8.22   	  50.86		
 50.64   	 -55.95		  8.42   	  61.04		
 50.42   	 -71.21		  8.67   	  81.38		
 50.13   	 -66.12		  8.99   	 111.90		
 49.87   	 -71.21		  9.44   	 157.68		
 49.58   	 -71.21		 10.07   	 213.63		
 49.30   	 -55.95		 10.93   	 249.24		
 49.07   	 -61.04		 11.92   	 239.06		
 48.83   	 -55.95		 12.88   	 218.72		
 48.61   	 -66.12		 13.75   	 244.15		
 48.34   	 -66.12		 14.73   	 356.05		
 48.08   	 -61.04		 16.15   	 666.32		
 47.83   	 -61.04		 18.82   	 762.97		
 47.59   	 -45.78		 21.87   	 803.66		
 47.41   	 -55.95		 25.09   	 778.23		
 47.18   	 -66.12		 28.20   	 752.79		
 46.92   	 -55.95		 31.21   	 737.54		
 46.69   	 -40.69		 34.16   	 717.19		
 46.53   	 -50.86		 37.03   	 671.41		
 46.33   	 -25.43		 39.72   	 600.20		
 46.23   	 -20.35		 42.12   	 498.47		
 46.14   	 -20.35		 44.11   	 396.74		
 46.06(D)	  20.35		 45.70   	 305.19		
 46.14   	  86.47		 46.92   	 239.06		
 46.49   	 137.33		 47.87   	 183.11		
 47.04   	 213.63		 48.61   	 132.25		
 47.89   	 284.84		 49.14   	 106.82		
 49.03   	 335.71		 49.56   	  76.30		
 50.38   	 361.14		 49.87   	  71.21		
 51.82   	 366.22		 50.15   	  81.38		
 53.29   	 361.14		 50.48   	 101.73		
 54.73   	 361.14		 50.88   	 142.42		
 56.17   	 366.22		 51.45   	 178.03		
 57.64   	 371.31		 52.17   	 208.54		
 59.12   	 361.14		 53.00   	 244.15		
 60.57   	 366.22		 53.98   	 264.50		
 62.03   	 356.05		 55.04   	 289.93		
 63.46   	 356.05		 56.20   	 305.19		
 64.88   	 350.97		 57.42   	 310.27		
 66.29   	 340.79		 58.66   	 300.10		
 67.65   	 335.71		 59.86   	 284.84		
 68.99   	 340.79		 61.00   	 274.67		
 70.36   	 310.27		 62.10   	 254.32		
 71.60   	 264.50		 63.11   	 223.80		
 72.65   	 244.15		 64.01   	 188.20		
 73.63   	 228.89		 64.76   	 162.77		
 74.55   	 188.20		 65.41   	 132.25		
 75.30   	 157.68		 65.94   	 106.82		
 75.93   	 142.42		 66.37   	  91.56		
 76.50   	 122.07		 66.73   	  61.04		
 76.99   	 106.82		 66.98   	  50.86		
 77.42   	  76.30		 67.18   	  35.61		
 77.72   	  50.86		 67.32   	  30.52		
 77.92   	  45.78		 67.45   	  10.17		
 78.11   	  25.43		 67.49   	  10.17		
 78.21   	  15.26		 67.53(S)	  -5.09		
 78.27(S)	   0.00		 67.51   	  -5.09		
 78.27   	 -15.26		 67.49   	  -5.09		
